Mr. I-PER B-PER B-PER O O O
Bush I-PER I-PER O O O O
for I-PER O O O O O
the I-PER O O O O O
vice I-PER O O O O O
presidency I-PER O O O O O
. O O O O O O

And O O O O O O
Deputy B-PER B-PER O O O O
Secretary I-PER I-PER O O O O
of I-PER I-PER O O O O
Homeland I-PER I-PER B-ORG O O O
Security I-PER I-PER I-ORG O O O
Asa I-PER O O O O O
Hutchinson I-PER O O O O O
is O O O O O O
yet B-PER O O O O O
another I-PER O O O O O
career I-PER O O O O O
politician I-PER O O O O O
and O O O O O O
a B-PER O O O O O
graduate I-PER O O O O O
of I-PER O O O O O
the I-PER B-ORG O O O O
disgraceful I-PER I-ORG O O O O
Bob I-PER I-ORG O O O O
Jones I-PER I-ORG O O O O
University I-PER I-ORG O O O O
. O O O O O O

Apparently O O O O O O
, O O O O O O
Mr. B-PER B-PER O O O O
Bush I-PER O O O O O
only O O O O O O
turns O O O O O O
to O O O O O O
professionals B-PER O O O O O
when O O O O O O
it O O O O O O
's O O O O O O
really O O O O O O
important O O O O O O
, O O O O O O
like O O O O O O
political O O O O O O
consulting O O O O O O
. O O O O O O

NOVAK O O O O O O
Paul B-PER O O O O O
, O O O O O O
as O O O O O O
I B-PER O O O O O
understand O O O O O O
your B-PER O O O O O
definition O O O O O O
of O O O O O O
a B-PER O O O O O
political I-PER O O O O O
-- I-PER O O O O O
of I-PER O O O O O
a I-PER O O O O O
professional I-PER O O O O O
politician I-PER O O O O O
based O O O O O O
on O O O O O O
that O O O O O O
is O O O O O O
somebody B-PER O O O O O
who I-PER B-PER O O O O
is I-PER O O O O O
elected I-PER O O O O O
to I-PER O O O O O
public I-PER O O O O O
office I-PER O O O O O
. O O O O O O

Now O O O O O O
in O O O O O O
your B-ORG B-PER O O O O
administration I-ORG O O O O O
, O O O O O O
the B-ORG O O O O O
Clinton I-ORG B-PER O O O O
administration I-ORG O O O O O
, O O O O O O
there O O O O O O
were O O O O O O
these B-PER O O O O O
members I-PER O O O O O
of I-PER O O O O O
the I-PER B-PER O O O O
cabinet I-PER I-PER O O O O
who I-PER B-PER O O O O
by I-PER O O O O O
your I-PER B-PER O O O O
definition I-PER O O O O O
were I-PER O O O O O
professional I-PER B-PER O O O O
politicians I-PER I-PER O O O O
-- I-PER O O O O O
Lloyd I-PER B-PER O O O O
Bentsen I-PER I-PER O O O O
, I-PER O O O O O
Les I-PER B-PER O O O O
Aspin I-PER I-PER O O O O
, I-PER O O O O O
William I-PER B-PER O O O O
S. I-PER I-PER O O O O
Cohen I-PER I-PER O O O O
, I-PER O O O O O
Janet I-PER B-PER O O O O
Reno I-PER I-PER O O O O
, I-PER O O O O O
Bruce I-PER B-PER O O O O
Babbitt I-PER I-PER O O O O
, I-PER O O O O O
Mike I-PER B-PER O O O O
Espy I-PER I-PER O O O O
, I-PER O O O O O
Dan I-PER B-PER O O O O
Glickman I-PER I-PER O O O O
, I-PER O O O O O
Norman I-PER B-PER O O O O
Mineta I-PER I-PER O O O O
, I-PER O O O O O
Henry I-PER B-PER O O O O
Cisneros I-PER I-PER O O O O
, I-PER O O O O O
Federico I-PER B-PER O O O O
Pena I-PER I-PER O O O O
, I-PER O O O O O
Bill I-PER B-PER O O O O
Richardson I-PER I-PER O O O O
, I-PER O O O O O
Richard I-PER B-PER O O O O
Riley I-PER I-PER O O O O
, O O O O O O
12 B-PER O O O O O
of I-PER O O O O O
them I-PER O O O O O
, O O O O O O
not O O O O O O
to O O O O O O
mention O O O O O O
former B-PER B-PER O O O O
Democratic I-PER I-PER B-ORG O O O
National I-PER I-PER O O O O
Chairman I-PER I-PER O O O O
Ron I-PER O O O O O
Brown I-PER O O O O O
, O O O O O O
and O O O O O O
one B-PER O O O O O
of I-PER O O O O O
the I-PER O O O O O
great I-PER O O O O O
professional I-PER O O O O O
politicians I-PER O O O O O
of I-PER O O O O O
all I-PER O O O O O
time I-PER O O O O O
, O O O O O O
Bill B-PER O O O O O
Daly I-PER O O O O O
. O O O O O O

BEGALA O O O O O O
And O O O O O O
you B-PER O O O O O
know O O O O O O
what O O O O O O
, O O O O O O
they B-PER O O O O O
did O O O O O O
a O O O O O O
hell O O O O O O
of O O O O O O
a O O O O O O
job O O O O O O
for O O O O O O
our B-GPE B-GPE O O O O
country I-GPE O O O O O
. O O O O O O

And O O O O O O
these B-PER O O O O O
bozos I-PER O O O O O
let O O O O O O
four B-PER O O O O O
armed I-PER O O O O O
Cubans I-PER O O O O O
land O O O O O O
on O O O O O O
our B-LOC B-GPE O O O O
shores I-LOC O O O O O
when O O O O O O
they B-PER O O O O O
're O O O O O O
trying O O O O O O
to O O O O O O
make O O O O O O
a O O O O O O
high O O O O O O
terrorist B-PER O O O O O
alert O O O O O O
. O O O O O O

Our B-PER B-GPE O O O O
president I-PER O O O O O
has O O O O O O
put O O O O O O
homeland B-GPE O O O O O
security O O O O O O
in O O O O O O
the O O O O O O
hands O O O O O O
of O O O O O O
failed B-PER O O O O O
Republican I-PER B-ORG O O O O
hacks I-PER O O O O O
. O O O O O O

Hire O O O O O O
professionals B-PER O O O O O
, O O O O O O
Mr. B-PER B-PER O O O O
President I-PER O O O O O
. O O O O O O

NOVAK O O O O O O
So O O O O O O
it O O O O O O
's O O O O O O
OK O O O O O O
-- O O O O O O
it O O O O O O
's O O O O O O
OK O O O O O O
to O O O O O O
have O O O O O O
professional B-PER O O O O O
politicians I-PER O O O O O
at O O O O O O
the B-ORG O O O O O
Justice I-ORG O O O O O
Department I-ORG O O O O O
and O O O O O O
the B-ORG O O O O O
Pentagon I-ORG O O O O O
... O O O O O O

BEGALA O O O O O O
Janet B-PER O O O O O
Reno I-PER O O O O O
was O O O O O O
a B-PER O O O O O
career I-PER O O O O O
prosecutor I-PER O O O O O
. O O O O O O

NOVAK O O O O O O
Just O O O O O O
a O O O O O O
minute O O O O O O
, O O O O O O
let O O O O O O
me B-PER O O O O O
finish O O O O O O
my B-PER O O O O O
sentence O O O O O O
, O O O O O O
please O O O O O O
. O O O O O O

It O O O O O O
's O O O O O O
OK O O O O O O
to O O O O O O
put O O O O O O
Democratic B-PER B-ORG O O O O
career I-PER O O O O O
politicians I-PER O O O O O
at O O O O O O
the B-ORG O O O O O
Pentagon I-ORG O O O O O
and O O O O O O
the B-ORG O O O O O
Justice I-ORG O O O O O
Department I-ORG O O O O O
if O O O O O O
they B-PER O O O O O
're O O O O O O
Democrats B-PER O O O O O
but O O O O O O
not O O O O O O
if O O O O O O
they B-PER O O O O O
're O O O O O O
Republicans B-PER O O O O O
, O O O O O O
is O O O O O O
that O O O O O O
right O O O O O O
? O O O O O O

BEGALA O O O O O O
No O O O O O O
, O O O O O O
the O O O O O O
difference O O O O O O
is O O O O O O
Janet B-PER O O O O O
Reno I-PER O O O O O
was O O O O O O
a B-PER O O O O O
career I-PER O O O O O
prosecutor I-PER O O O O O
. O O O O O O

( O O O O O O
CROSSTALK O O O O O O
) O O O O O O

BEGALA O O O O O O
John B-PER O O O O O
Ashcroft I-PER O O O O O
was O O O O O O
n't O O O O O O
half B-PER O O O O O
the I-PER O O O O O
woman I-PER O O O O O
that I-PER B-PER O O O O
Janet I-PER B-PER O O O O
Reno I-PER I-PER O O O O
was I-PER O O O O O
. O O O O O O

NOVAK O O O O O O
Another B-PER O O O O O
potential I-PER O O O O O
Democratic I-PER B-ORG O O O O
presidential I-PER O O O O O
candidate I-PER O O O O O
pondered O O O O O O
whether O O O O O O
to O O O O O O
run O O O O O O
, O O O O O O
and O O O O O O
he B-PER O O O O O
made O O O O O O
his B-PER O O O O O
announcement O O O O O O
, O O O O O O
and O O O O O O
surprise O O O O O O
, O O O O O O
surprise O O O O O O
, O O O O O O
the O O O O O O
answer O O O O O O
was O O O O O O
no O O O O O O
. O O O O O O

Senator B-PER B-PER O O O O
Christopher I-PER O O O O O
Dodd I-PER O O O O O
of I-PER O O O O O
Connecticut I-PER B-GPE O O O O
made O O O O O O
the O O O O O O
announcement O O O O O O
today O O O O O O
that O O O O O O
he B-PER O O O O O
would O O O O O O
not O O O O O O
be O O O O O O
the B-PER O O O O O
10th I-PER O O O O O
candidate I-PER O O O O O
for I-PER O O O O O
the I-PER O O O O O
nomination I-PER O O O O O
. O O O O O O

Why O O O O O O
not O O O O O O
? O O O O O O

Surely O O O O O O
Chris B-PER O O O O O
Dodd I-PER O O O O O
is O O O O O O
at O O O O O O
least O O O O O O
more O O O O O O
credible O O O O O O
than O O O O O O
Carol B-PER O O O O O
Moseley-Braun I-PER O O O O O
or O O O O O O
Dennis B-PER O O O O O
Kucinich I-PER O O O O O
. O O O O O O

He B-PER O O O O O
explained O O O O O O
he B-PER O O O O O
could O O O O O O
better O O O O O O
spend O O O O O O
the O O O O O O
next O O O O O O
two O O O O O O
years O O O O O O
on O O O O O O
homeland B-GPE O O O O O
security O O O O O O
, O O O O O O
the O O O O O O
economy O O O O O O
and O O O O O O
judicial O O O O O O
nominations O O O O O O
. O O O O O O

I B-PER O O O O O
guess O O O O O O
that O O O O O O
means O O O O O O
harassing O O O O O O
Tom B-PER O O O O O
Ridge I-PER O O O O O
, O O O O O O
fighting O O O O O O
tax O O O O O O
cuts O O O O O O
and O O O O O O
obstructing O O O O O O
President B-PER B-PER O O O O
Bush I-PER O O O O O
's O O O O O O
plans O O O O O O
to O O O O O O
reform O O O O O O
judiciary O O O O O O
. O O O O O O

Some O O O O O O
two O O O O O O
years O O O O O O
. O O O O O O

BEGALA O O O O O O
God O O O O O O
, O O O O O O
I B-PER O O O O O
hope O O O O O O
so. O O O O O O
that O O O O O O
's O O O O O O
all O O O O O O
I B-PER O O O O O
can O O O O O O
say O O O O O O
. O O O O O O

I B-PER O O O O O
love O O O O O O
Senator B-PER B-PER O O O O
Dodd I-PER O O O O O
. O O O O O O

He B-PER O O O O O
would O O O O O O
have O O O O O O
brought O O O O O O
a O O O O O O
lot O O O O O O
to O O O O O O
the O O O O O O
race O O O O O O
. O O O O O O

He B-PER O O O O O
brings O O O O O O
a O O O O O O
lot O O O O O O
to O O O O O O
the B-ORG O O O O O
Senate I-ORG O O O O O
and O O O O O O
to O O O O O O
the O O O O O O
debate O O O O O O
. O O O O O O

And O O O O O O
I B-PER O O O O O
'm O O O O O O
glad O O O O O O
that O O O O O O
he B-PER O O O O O
's O O O O O O
going O O O O O O
to O O O O O O
be O O O O O O
fighting O O O O O O
those O O O O O O
fights O O O O O O
. O O O O O O

Well O O O O O O
, O O O O O O
the B-ORG O O O O O
Commerce I-ORG O O O O O
Department I-ORG O O O O O
reports O O O O O O
today O O O O O O
that O O O O O O
consumer B-PER O O O O O
spending O O O O O O
declined O O O O O O
in O O O O O O
January O O O O O O
and O O O O O O
that O O O O O O
the B-ORG O O O O O
manufacturing I-ORG O O O O O
sector I-ORG O O O O O
slowed O O O O O O
in O O O O O O
February O O O O O O
. O O O O O O

In O O O O O O
all O O O O O O
, O O O O O O
two B-PER O O O O O
million I-PER O O O O O
Americans I-PER O O O O O
have O O O O O O
lost O O O O O O
their B-PER O O O O O
jobs O O O O O O
under O O O O O O
President B-PER B-PER O O O O
Bush I-PER O O O O O
so O O O O O O
far O O O O O O
, O O O O O O
not O O O O O O
to O O O O O O
mention O O O O O O
three B-PER O O O O O
of I-PER O O O O O
them I-PER O O O O O
being O O O O O O
the B-PER O O O O O
top I-PER O O O O O
three I-PER O O O O O
leaders I-PER O O O O O
of I-PER O O O O O
his I-PER B-PER B-PER O O O
economic I-PER I-PER O O O O
team I-PER I-PER O O O O
. O O O O O O

Meanwhile O O O O O O
, O O O O O O
the O O O O O O
deficit O O O O O O
now O O O O O O
at O O O O O O
$300 O O O O O O
billion O O O O O O
. O O O O O O

It O O O O O O
could O O O O O O
swell O O O O O O
to O O O O O O
as O O O O O O
much O O O O O O
as O O O O O O
$500 O O O O O O
billion O O O O O O
if O O O O O O
we B-GPE O O O O O
go O O O O O O
to O O O O O O
war O O O O O O
in O O O O O O
Iraq B-GPE O O O O O
. O O O O O O

Mr. B-PER B-PER O O O O
Bush I-PER O O O O O
apparently O O O O O O
is O O O O O O
untroubled O O O O O O
by O O O O O O
this O O O O O O
fiscal O O O O O O
collapse O O O O O O
. O O O O O O

One B-PER O O O O O
of I-PER O O O O O
his I-PER B-PER B-PER O O O
aides I-PER I-PER O O O O
tells O O O O O O
the O O O O O O
current O O O O O O
issue O O O O O O
of O O O O O O
" O O O O O O
TIME B-ORG O O O O O
, I-ORG O O O O O
" I-ORG O O O O O
magazine I-ORG O O O O O
, O O O O O O
quote O O O O O O
, O O O O O O
" O O O O O O
even O O O O O O
if O O O O O O
it O O O O O O
's O O O O O O
$500 O O O O O O
billion O O O O O O
, O O O O O O
so O O O O O O
what O O O O O O
? O O O O O O
" O O O O O O

Of O O O O O O
course O O O O O O
, O O O O O O
even O O O O O O
a O O O O O O
$500 O O O O O O
billion O O O O O O
deficit O O O O O O
number O O O O O O
does O O O O O O
n't O O O O O O
count O O O O O O
the O O O O O O
$3 O O O O O O
trillion O O O O O O
Mr. B-PER B-PER O O O O
Bush I-PER O O O O O
is O O O O O O
robbing O O O O O O
from O O O O O O
the O O O O O O
Social O O O O O O
Security O O O O O O
trust O O O O O O
fund O O O O O O
. O O O O O O

You B-PER O O O O O
know O O O O O O
, O O O O O O
we B-GPE O O O O O
should O O O O O O
have O O O O O O
known O O O O O O
, O O O O O O
every O O O O O O
time O O O O O O
George B-PER O O O O O
W. I-PER O O O O O
Bush I-PER O O O O O
gets O O O O O O
in O O O O O O
trouble O O O O O O
, O O O O O O
he B-PER O O O O O
borrows O O O O O O
from O O O O O O
a O O O O O O
trust O O O O O O
fund O O O O O O
. O O O O O O

It O O O O O O
's O O O O O O
been O O O O O O
his B-PER O O O O O
whole O O O O O O
life O O O O O O
, O O O O O O
you B-PER O O O O O
know O O O O O O
. O O O O O O

NOVAK O O O O O O
Let O O O O O O
me B-PER O O O O O
give O O O O O O
you B-PER O O O O O
two O O O O O O
economic O O O O O O
facts O O O O O O
of O O O O O O
like O O O O O O
, O O O O O O
which O O O O O O
you B-PER O O O O O
should O O O O O O
know O O O O O O
, O O O O O O
even O O O O O O
if O O O O O O
you B-PER O O O O O
wo O O O O O O
n't O O O O O O
recognize O O O O O O
them O O O O O O
. O O O O O O

Number O O O O O O
one O O O O O O
, O O O O O O
there O O O O O O
is O O O O O O
absolutely O O O O O O
no O O O O O O
relationship O O O O O O
between O O O O O O
the O O O O O O
deficit O O O O O O
and O O O O O O
unemployment O O O O O O
. O O O O O O

They O O O O O O
do O O O O O O
n't O O O O O O
go O O O O O O
together O O O O O O
. O O O O O O

And O O O O O O
number O O O O O O
two O O O O O O
, O O O O O O
there O O O O O O
is O O O O O O
no O O O O O O
Social O O O O O O
Security O O O O O O
fund O O O O O O
, O O O O O O
Virginia B-PER O O O O O
. O O O O O O

There O O O O O O
just O O O O O O
is O O O O O O
n't O O O O O O
one O O O O O O
. O O O O O O

BEGALA O O O O O O
Because O O O O O O
Bush B-PER O O O O O
squandered O O O O O O
it O O O O O O
on O O O O O O
his B-PER O O O O O
tax O O O O O O
cuts O O O O O O
. O O O O O O

NOVAK O O O O O O
There O O O O O O
never O O O O O O
has O O O O O O
been O O O O O O
one O O O O O O
. O O O O O O

BEGALA O O O O O O
There O O O O O O
has O O O O O O
been O O O O O O
one O O O O O O
for O O O O O O
60 O O O O O O
years O O O O O O
. O O O O O O

CNN_CF_20030303.1900.02 O O O O O O
STORY O O O O O O
2003-03-03T19:00:00-05:00 O O O O O O

New O O O O O O
Questions O O O O O O
About O O O O O O
Attacking O O O O O O
Iraq O O O O O O
; O O O O O O
Is O O O O O O
Torturing O O O O O O
Terrorists O O O O O O
Necessary O O O O O O
? O O O O O O

NOVAK O O O O O O
Welcome O O O O O O
back O O O O O O
. O O O O O O

Orders O O O O O O
went O O O O O O
out O O O O O O
today O O O O O O
to O O O O O O
deploy O O O O O O
17,000 B-PER O O O O O
U.S. I-PER B-ORG B-GPE O O O
Army I-PER I-ORG O O O O
soldiers I-PER O O O O O
in O O O O O O
the B-LOC O O O O O
Persian I-LOC B-LOC O O O O
Gulf I-LOC I-LOC O O O O
region I-LOC O O O O O
. O O O O O O

The B-ORG B-ORG O O O O
army I-ORG I-ORG O O O O
's I-ORG O O O O O
entire I-ORG O O O O O
first I-ORG O O O O O
Calvary I-ORG O O O O O
division I-ORG O O O O O
based I-ORG O O O O O
at I-ORG O O O O O
Fort I-ORG B-GPE O O O O
Hood I-ORG I-GPE O O O O
, I-ORG I-GPE O O O O
Texas I-ORG I-GPE B-GPE O O O
, O O O O O O
would O O O O O O
join O O O O O O
the B-PER O O O O O
quarter I-PER O O O O O
million I-PER O O O O O
U.S. I-PER B-GPE O O O O
forces I-PER O O O O O
already I-PER O O O O O
in I-PER O O O O O
the I-PER B-LOC O O O O
region I-PER I-LOC O O O O
. O O O O O O

We B-PER O O O O O
're O O O O O O
talking O O O O O O
about O O O O O O
possibilities O O O O O O
of O O O O O O
full O O O O O O
scale O O O O O O
war O O O O O O
with O O O O O O
former B-PER B-PER O O O O
Congressman I-PER I-PER O O O O
Tom I-PER O O O O O
Andrews I-PER O O O O O
, O O O O O O
Democrat B-PER O O O O O
of I-PER O O O O O
Maine I-PER B-GPE O O O O
. O O O O O O

He B-PER O O O O O
's O O O O O O
now O O O O O O
national B-PER O O O O O
director I-PER O O O O O
of I-PER O O O O O
Win I-PER B-ORG O O O O
Without I-PER I-ORG O O O O
War I-PER I-ORG O O O O
, O O O O O O
and O O O O O O
former B-PER B-PER O O O O
Congressman I-PER I-PER O O O O
Bob I-PER O O O O O
Dornan I-PER O O O O O
, O O O O O O
Republican B-PER O O O O O
of I-PER O O O O O
California I-PER B-GPE O O O O
. O O O O O O

BEGALA O O O O O O
Bob B-PER O O O O O
, O O O O O O
one O O O O O O
of O O O O O O
the O O O O O O
reasons O O O O O O
I B-PER O O O O O
think O O O O O O
so B-PER O O O O O
many I-PER O O O O O
Americans I-PER O O O O O
are O O O O O O
worried O O O O O O
about O O O O O O
this O O O O O O
war O O O O O O
and O O O O O O
so B-PER O O O O O
many I-PER O O O O O
people I-PER O O O O O
around I-PER O O O O O
the I-PER B-LOC O O O O
world I-PER I-LOC O O O O
do O O O O O O
n't O O O O O O
want O O O O O O
to O O O O O O
go O O O O O O
is O O O O O O
there O O O O O O
have O O O O O O
been O O O O O O
a O O O O O O
lot O O O O O O
of O O O O O O
problems O O O O O O
with O O O O O O
credibility O O O O O O
from O O O O O O
this B-ORG O O O O O
administration I-ORG O O O O O
. O O O O O O

Our B-PER B-GPE O O O O
president I-PER O O O O O
has O O O O O O
repeatedly O O O O O O
, O O O O O O
for O O O O O O
example O O O O O O
, O O O O O O
relied O O O O O O
on O O O O O O
a O O O O O O
man O O O O O O
whom B-PER O O O O O
you B-PER O O O O O
're O O O O O O
aware O O O O O O
, O O O O O O
Hussein B-PER O O O O O
Kamel I-PER O O O O O
, O O O O O O
Saddam B-PER B-PER O O O O
Hussein I-PER I-PER O O O O
's I-PER O O O O O
son-in-law I-PER O O O O O
, O O O O O O
leader B-PER O O O O O
of I-PER O O O O O
the I-PER B-ORG O O O O
Iraq I-PER I-ORG B-GPE O O O
arms I-PER I-ORG O O O O
program I-PER I-ORG O O O O
who I-PER B-PER O O O O
defected I-PER O O O O O
for I-PER O O O O O
a I-PER O O O O O
time I-PER O O O O O
. O O O O O O

And O O O O O O
gave O O O O O O
us B-GPE O O O O O
a O O O O O O
whole O O O O O O
lot O O O O O O
of O O O O O O
information O O O O O O
and O O O O O O
then O O O O O O
went O O O O O O
home B-GPE O O O O O
and O O O O O O
his B-PER B-PER O O O O
father-in-law I-PER O O O O O
killed O O O O O O
him B-PER O O O O O
. O O O O O O

Bad O O O O O O
move O O O O O O
. O O O O O O

But O O O O O O
while O O O O O O
he B-PER O O O O O
was O O O O O O
here B-GPE O O O O O
, O O O O O O
he B-PER O O O O O
gave O O O O O O
us B-GPE O O O O O
a O O O O O O
whole O O O O O O
lot O O O O O O
of O O O O O O
information O O O O O O
. O O O O O O

Gave O O O O O O
us B-GPE O O O O O
a O O O O O O
whole O O O O O O
lot O O O O O O
of O O O O O O
information O O O O O O
. O O O O O O

Well O O O O O O
, O O O O O O
our B-PER B-GPE O O O O
president I-PER O O O O O
told O O O O O O
us B-GPE O O O O O
that O O O O O O
information O O O O O O
proves O O O O O O
that O O O O O O
the B-PER O O O O O
dictator I-PER O O O O O
had O O O O O O
chemical B-WEA O O O O O
weapons I-WEA O O O O O
, O O O O O O
which O O O O O O
is O O O O O O
true O O O O O O
. O O O O O O

But O O O O O O
what O O O O O O
we B-GPE O O O O O
just O O O O O O
learned O O O O O O
this O O O O O O
week O O O O O O
from O O O O O O
" O O O O O O
Newsweek B-ORG O O O O O
" I-ORG O O O O O
magazine I-ORG O O O O O
which O O O O O O
got O O O O O O
a O O O O O O
hold O O O O O O
of O O O O O O
the O O O O O O
debriefings O O O O O O
, O O O O O O
is O O O O O O
that O O O O O O
he B-PER O O O O O
also O O O O O O
told O O O O O O
us B-GPE O O O O O
it B-WEA O O O O O
was O O O O O O
destroyed O O O O O O
back O O O O O O
in O O O O O O
1995 O O O O O O
. O O O O O O

Why O O O O O O
has O O O O O O
n't O O O O O O
our B-PER B-GPE O O O O
president I-PER O O O O O
told O O O O O O
us B-GPE O O O O O
that O O O O O O
? O O O O O O

Why O O O O O O
do O O O O O O
we B-GPE O O O O O
have O O O O O O
to O O O O O O
learn O O O O O O
it O O O O O O
from O O O O O O
" O O O O O O
Newsweek B-ORG O O O O O
" O O O O O O
? O O O O O O

DORNAN O O O O O O
I B-PER O O O O O
do O O O O O O
n't O O O O O O
believe O O O O O O
that O O O O O O
he B-PER O O O O O
believed O O O O O O
it B-WEA O O O O O
was O O O O O O
all O O O O O O
destroyed O O O O O O
. O O O O O O

The O O O O O O
fact O O O O O O
that O O O O O O
this B-PER O O O O O
guy I-PER O O O O O
was O O O O O O
such B-PER O O O O O
an I-PER O O O O O
idiot I-PER O O O O O
to O O O O O O
go O O O O O O
back O O O O O O
and O O O O O O
let O O O O O O
his B-PER B-PER O O O O
father-in-law I-PER O O O O O
kill O O O O O O
him B-PER O O O O O
shows O O O O O O
he B-PER O O O O O
was O O O O O O
n't O O O O O O
the O O O O O O
most O O O O O O
stable O O O O O O
of O O O O O O
people B-PER O O O O O
. O O O O O O

But O O O O O O
the O O O O O O
things O O O O O O
that O O O O O O
... O O O O O O

BEGALA O O O O O O
Good O O O O O O
point O O O O O O
. O O O O O O

But O O O O O O
should O O O O O O
n't O O O O O O
our B-PER B-GPE O O O O
president I-PER O O O O O
have O O O O O O
told O O O O O O
us B-GPE O O O O O
what O O O O O O
the B-ORG O O O O O
CIA I-ORG O O O O O
told O O O O O O
him B-PER O O O O O
. O O O O O O

Why O O O O O O
do O O O O O O
we B-GPE O O O O O
learn O O O O O O
from O O O O O O
" O O O O O O
Newsweek B-ORG O O O O O
? O O O O O O
" O O O O O O
Should O O O O O O
he B-PER O O O O O
level O O O O O O
with O O O O O O
us B-GPE O O O O O
? O O O O O O

DORNAN O O O O O O
Paul B-PER O O O O O
, O O O O O O
look O O O O O O
, O O O O O O
the O O O O O O
problem O O O O O O
is O O O O O O
I B-PER O O O O O
would O O O O O O
stipulate O O O O O O
all B-PER O O O O O
four I-PER O O O O O
of I-PER O O O O O
us I-PER O O O O O
hates O O O O O O
war O O O O O O
. O O O O O O

Any B-PER O O O O O
rational I-PER O O O O O
person I-PER O O O O O
hates O O O O O O
war O O O O O O
. O O O O O O

Bush B-PER O O O O O
is O O O O O O
n't O O O O O O
sitting O O O O O O
in O O O O O O
that B-FAC O O O O O
White I-FAC O O O O O
House I-FAC O O O O O
not O O O O O O
thinking O O O O O O
about O O O O O O
the O O O O O O
body O O O O O O
bags O O O O O O
coming O O O O O O
home B-GPE O O O O O
with O O O O O O
great B-PER O O O O O
young I-PER O O O O O
men I-PER O O O O O
. O O O O O O

Clinton B-PER O O O O O
suffered O O O O O O
greatly O O O O O O
over O O O O O O
the B-PER O O O O O
19 I-PER O O O O O
Rangers I-PER O O O O O
that I-PER B-PER O O O O
died I-PER O O O O O
, O O O O O O
18 B-PER O O O O O
on I-PER O O O O O
the I-PER O O O O O
3rd I-PER O O O O O
of I-PER O O O O O
October I-PER O O O O O
and O O O O O O
Matt B-PER O O O O O
Reersen I-PER O O O O O
( O O O O O O
ph O O O O O O
) O O O O O O
